14,43,50,1.33333,3
15.5,43,50,0.25,3
16,45,51,1.16667,3
17.5,52,55,0.33333,3
18,52,55,1.33333,3
19.5,45,51,0.33333,3
20,47,52,1.33333,3
21.5,54,56,0.33333,3
22,54,56,0.5,3
23,47,52,0.66667,3
24,40,48,1.16667,3
25.5,47,52,0.5,3
26,47,52,1.16667,3
27.5,40,48,0.33333,3
28,45,51,1.16667,3
29.5,52,55,0.33333,3
30,52,55,1.33333,3
31.5,45,51,0.33333,3
32,45,51,1.16667,3
33.5,52,55,0.33333,3
34,52,55,1.33333,3
35.5,45,51,0.33333,3
36,40,48,1.16667,3
37.5,47,52,0.5,3
38,47,52,1.16667,3
39.5,40,48,0.33333,3
40,42,49,1.33333,3
41.5,49,53,0.33333,3
42,49,53,0.5,3
43,42,49,0.66667,3
44,47,52,1.33333,3
45.5,54,56,0.33333,3
46,54,56,0.5,3
47,47,52,0.66667,3
48,38,47,1.16667,3
49.5,52,55,0.33333,3
50,52,55,1.33333,3
51.5,45,51,0.33333,3
52,47,52,1.33333,3
53.5,54,56,0.33333,3
54,54,56,0.5,3
55,47,52,0.66667,3
56,40,48,1.16667,3
57.5,47,52,0.5,3
58,47,52,1.16667,3
59.5,40,48,0.33333,3
60,47,52,1.33333,3
61.5,54,56,0.33333,3
62,54,56,0.5,3
63,47,52,0.66667,3
64,38,47,1.33333,3
65.5,45,51,0.33333,3
66,45,51,0.5,3
66.5,42,49,0.5,3
67,38,47,0.66667,3
67.5,42,49,0.33333,3
68,43,50,1.33333,3
69.5,38,47,0.33333,3
70,38,47,1.16667,3
71.5,43,50,0.33333,3
72,47,52,1.16667,3
