119,33,44,0.25,1
119.5,33,44,0.25,1
120,28,41,0.25,1
120.5,28,41,0.25,1
121,28,41,0.25,1
121.5,28,41,0.25,1
122,28,41,0.25,1
122.5,28,41,0.25,1
123,28,41,0.25,1
123.5,28,41,0.25,1
124,29,42,0.25,1
124.5,29,42,0.25,1
125,29,42,0.25,1
125.5,29,42,0.25,1
126,29,42,0.25,1
126.5,29,42,0.25,1
127,29,42,0.25,1
127.5,29,42,0.25,1
128,24,39,0.25,1
128.5,24,39,0.25,1
129,24,39,0.25,1
129.5,24,39,0.25,1
130,24,39,0.25,1
130.5,24,39,0.25,1
131,24,39,0.25,1
131.5,24,39,0.25,1
132,26,40,0.25,1
132.5,26,40,0.25,1
133,26,40,0.25,1
133.5,26,40,0.25,1
134,26,40,0.25,1
134.5,26,40,0.25,1
135,26,40,0.25,1
135.5,26,40,0.25,1
136,24,39,0.25,1
136.5,24,39,0.25,1
137,24,39,0.25,1
137.5,24,39,0.25,1
138,24,39,0.25,1
138.5,24,39,0.25,1
139,24,39,0.25,1
139.5,24,39,0.25,1
140,29,42,0.25,1
140.5,29,42,0.25,1
141,29,42,0.25,1
141.5,29,42,0.25,1
142,29,42,0.25,1
142.5,29,42,0.25,1
143,29,42,0.25,1
143.5,29,42,0.25,1
144,31,43,0.25,1
144.5,31,43,0.25,1
145,31,43,0.25,1
145.5,31,43,0.25,1
146,31,43,0.25,1
146.5,31,43,0.25,1
147,31,43,0.25,1
147.5,31,43,0.25,1
148,33,44,1,1
149,28,41,1,1
150,29,42,1,1
151,24,39,1,1
152,26,40,1,1
153,24,39,1,1
154,29,42,1,1
155,31,43,1,1
156,24,39,0.25,1
156.5,24,39,0.25,1
157,24,39,0.25,1
157.5,24,39,0.25,1
158,36,46,0.25,1
158.25,36,46,0.25,1
158.5,24,39,0.25,1
158.75,24,39,0.25,1
159,24,39,0.25,1
159.5,24,39,0.25,1
160,24,39,0.25,1
160.5,24,39,0.25,1
161,24,39,0.25,1
161.5,24,39,0.25,1
162,36,46,0.25,1
162.25,36,46,0.25,1
162.5,24,39,0.25,1
162.75,24,39,0.25,1
163,24,39,0.25,1
163.5,24,39,0.25,1
164,24,39,0.25,1
164.5,24,39,0.25,1
165,24,39,0.25,1
165.5,24,39,0.25,1
166,36,46,0.25,1
166.25,36,46,0.25,1
166.5,24,39,0.25,1
166.75,24,39,0.25,1
167,24,39,0.25,1
167.5,24,39,0.25,1
168,24,39,0.25,1
168.5,24,39,0.25,1
169,24,39,0.25,1
169.5,24,39,0.25,1
170,36,46,0.25,1
170.25,36,46,0.25,1
170.5,24,39,0.25,1
170.75,24,39,0.25,1
171,24,39,0.25,1
171.5,24,39,0.25,1
172,24,39,0.25,1
172.5,24,39,0.25,1
173,24,39,0.25,1
173.5,24,39,0.25,1
174,36,46,0.25,1
174.25,36,46,0.25,1
174.5,24,39,0.25,1
174.75,24,39,0.25,1
175,24,39,0.25,1
175.5,24,39,0.25,1
176,24,39,0.25,1
176.5,24,39,0.25,1
177,24,39,0.25,1
177.5,24,39,0.25,1
178,36,46,0.25,1
178.25,36,46,0.25,1
178.5,24,39,0.25,1
178.75,24,39,0.25,1
179,24,39,0.25,1
179.5,24,39,0.25,1
180,24,39,0.25,1
180.5,24,39,0.25,1
181,24,39,0.25,1
181.5,24,39,0.25,1
182,36,46,0.25,1
182.25,36,46,0.25,1
182.5,24,39,0.25,1
182.75,24,39,0.25,1
183,24,39,0.25,1
183.5,24,39,0.25,1
184,24,39,0.25,1
184.5,24,39,0.25,1
185,24,39,0.25,1
185.5,24,39,0.25,1
186,36,46,0.25,1
186.25,36,46,0.25,1
186.5,24,39,0.25,1
186.75,24,39,0.25,1
187,24,39,0.25,1
187.5,24,39,0.25,1
188,36,46,0.25,1
188.5,36,46,0.25,1
189,36,46,0.25,1
189.5,36,46,0.25,1
190,48,53,0.25,1
190.25,48,53,0.25,1
190.5,36,46,0.25,1
190.75,36,46,0.25,1
191,36,46,0.25,1
191.5,36,46,0.25,1
192,36,46,0.25,1
192.5,36,46,0.25,1
193,36,46,0.25,1
