279.5,36,46,0.16667,5
280,41,49,0.25,5
280.5,41,49,0.16667,5
281,41,49,0.16667,5
281.5,41,49,0.16667,5
281.83333,41,49,0.25,5
282.5,41,49,0.16667,5
283,41,49,0.25,5
283.5,41,49,0.16667,5
284,36,46,0.25,5
284.5,36,46,0.16667,5
285,36,46,0.25,5
285.5,36,46,0.16667,5
286,36,46,0.25,5
286.5,36,46,0.16667,5
287,36,46,0.16667,5
287.5,36,46,0.16667,5
288,35,45,0.33333,5
288.5,35,45,0.16667,5
289,35,45,0.25,5
289.5,35,45,0.16667,5
290,35,45,0.25,5
290.33333,35,45,0.16667,5
290.83333,35,45,0.25,5
291.33333,35,45,0.25,5
292,33,44,0.25,5
292.33333,33,44,0.25,5
292.83333,33,44,0.33333,5
293.33333,33,44,0.25,5
293.83333,33,44,0.25,5
294.33333,33,44,0.16667,5
294.83333,36,46,0.25,5
295.5,36,46,0.16667,5
296,41,49,0.25,5
296.5,41,49,0.16667,5
297,41,49,0.16667,5
297.5,41,49,0.16667,5
297.83333,41,49,0.25,5
298.5,41,49,0.16667,5
299,41,49,0.25,5
299.5,41,49,0.16667,5
300,36,46,0.25,5
300.5,36,46,0.16667,5
301,36,46,0.25,5
301.5,36,46,0.16667,5
302,36,46,0.25,5
302.5,36,46,0.16667,5
303,36,46,0.16667,5
303.5,36,46,0.16667,5
304,35,45,0.33333,5
304.5,35,45,0.16667,5
305,35,45,0.25,5
305.5,35,45,0.16667,5
306,35,45,0.25,5
306.33333,35,45,0.16667,5
306.83333,35,45,0.25,5
307.33333,35,45,0.25,5
308,33,44,0.25,5
308.33333,33,44,0.25,5
308.83333,33,44,0.33333,5
309.33333,33,44,0.25,5
309.83333,33,44,0.25,5
310.33333,33,44,0.16667,5
310.83333,36,46,0.25,5
311.5,36,46,0.16667,5
312,41,49,0.25,5
312.5,41,49,0.16667,5
313,41,49,0.16667,5
313.5,41,49,0.16667,5
313.83333,41,49,0.25,5
314.5,41,49,0.16667,5
315,41,49,0.25,5
315.5,41,49,0.16667,5
316,36,46,0.25,5
316.5,36,46,0.16667,5
317,36,46,0.25,5
317.5,36,46,0.16667,5
318,36,46,0.25,5
318.5,36,46,0.16667,5
319,36,46,0.16667,5
319.5,36,46,0.16667,5
320,35,45,0.33333,5
320.5,35,45,0.16667,5
321,35,45,0.25,5
321.5,35,45,0.16667,5
322,35,45,0.25,5
322.33333,35,45,0.16667,5
322.83333,35,45,0.25,5
323.33333,35,45,0.25,5
324,33,44,0.25,5
324.33333,33,44,0.25,5
324.83333,33,44,0.33333,5
325.33333,33,44,0.25,5
325.83333,33,44,0.25,5
326.33333,33,44,0.16667,5
326.83333,36,46,0.25,5
327.5,36,46,0.16667,5
328,41,49,0.25,5
328.5,41,49,0.16667,5
329,41,49,0.16667,5
329.5,41,49,0.16667,5
329.83333,41,49,0.25,5
330.5,41,49,0.16667,5
331,41,49,0.25,5
331.5,41,49,0.16667,5
332,36,46,0.25,5
332.5,36,46,0.16667,5
333,36,46,0.25,5
333.5,36,46,0.16667,5
334,36,46,0.25,5
334.5,36,46,0.16667,5
335,36,46,0.16667,5
335.5,36,46,0.16667,5
336,35,45,0.33333,5
336.5,35,45,0.16667,5
337,35,45,0.25,5
337.5,35,45,0.16667,5
338,35,45,0.25,5
338.33333,35,45,0.16667,5
338.83333,35,45,0.25,5
339.33333,35,45,0.25,5
340,33,44,0.25,5
340.33333,33,44,0.25,5
340.83333,33,44,0.33333,5
341.33333,33,44,0.25,5
341.83333,33,44,0.25,5
342.33333,33,44,0.16667,5
342.83333,36,46,0.25,5
